size accuracy_dfs
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	0.999036144578313
15	0.997249388753056
16	0.995640110978993
17	0.991151611199155
18	0.986164765070524
19	0.981806853582555
20	0.973277569887739
21	0.9647572907761
22	0.955635435992579
23	0.943909701544214
24	0.932015632839526
25	0.92002011556185
26	0.903610726220556
27	0.887783762350064
28	0.870586240283575
29	0.850053977246515
30	0.829533573708711
31	0.808537788640223
32	0.785393310984642
33	0.765079337953192
34	0.746012175387224
35	0.728330376144331
36	0.710734441163736
37	0.695898352577419
38	0.682524973184382
39	0.671363148159198
40	0.657231603814857
41	0.636503266559945
42	0.614568478862948
43	0.596446137719723
44	0.576539811712143
45	0.55319169848782
46	0.520561079079053
47	0.473821805979867
48	0.435144159089477
49	0.40389909963539
